"No.","Time","Source","Destination","Protocol","Length","Info"
"212","3.179873820","142.250.75.37","192.168.129.132","TLSv1.2","1399","Application Data, Application Data, Application Data"
"213","3.186338890","192.168.129.132","142.250.75.37","TLSv1.2","93","Application Data"
"214","3.189641475","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=10257 Ack=33974 Win=64240 Len=0"
"215","3.207440650","142.250.75.37","192.168.129.132","TLSv1.2","1323","Application Data, Application Data"
"216","3.208416529","142.250.75.37","192.168.129.132","TLSv1.2","124","Application Data, Application Data"
"217","3.208515936","192.168.129.132","142.250.75.37","TCP","54","45462  >  443 [ACK] Seq=33974 Ack=11596 Win=65535 Len=0"
"218","3.208916601","192.168.129.132","142.250.75.37","TLSv1.2","93","Application Data"
"219","3.209561280","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=11596 Ack=34013 Win=64240 Len=0"
"220","3.408795875","192.168.129.132","142.250.75.37","TCP","4434","45462  >  443 [PSH, ACK] Seq=34013 Ack=11596 Win=65535 Len=4380 [TCP PDU reassembled in 221]"
"221","3.409066011","192.168.129.132","142.250.75.37","TLSv1.2","342","Application Data"
"222","3.409201695","192.168.129.132","142.250.75.37","TLSv1.2","291","Application Data"
"223","3.409314192","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=11596 Ack=35473 Win=64240 Len=0"
"224","3.409581711","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=11596 Ack=36933 Win=64240 Len=0"
"225","3.409582071","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=11596 Ack=38393 Win=64240 Len=0"
"226","3.409582154","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=11596 Ack=38681 Win=64240 Len=0"
"227","3.409582253","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=11596 Ack=38918 Win=64240 Len=0"
"228","3.533065126","142.250.75.37","192.168.129.132","TLSv1.2","1426","Application Data, Application Data"
"229","3.535457000","142.250.75.37","192.168.129.132","TLSv1.2","124","Application Data, Application Data"
"230","3.537564640","192.168.129.132","142.250.75.37","TCP","54","45462  >  443 [ACK] Seq=38918 Ack=13038 Win=65535 Len=0"
"231","3.539608318","192.168.129.132","142.250.75.37","TLSv1.2","93","Application Data"
"232","3.540136470","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=13038 Ack=38957 Win=64240 Len=0"
"233","3.944230119","192.168.129.132","142.250.75.37","TCP","4434","45462  >  443 [PSH, ACK] Seq=38957 Ack=13038 Win=65535 Len=4380 [TCP PDU reassembled in 234]"
"234","3.944640219","192.168.129.132","142.250.75.37","TLSv1.2","336","Application Data"
